Title,Author,Moral,Content
key19,,Honesty,"honesty , lied ,truth, believes , liar , truth , trick ,honestly , cheating , tricks , cheats,lying , lies , lie , truth, truthful"
key20,,Honesty,"honesty , lied ,truth, believes , liar , truth , trick ,honestly , cheating , tricks , cheats,lying , lies , lie , truth, truthful"
key21,,Honesty,"honesty , lied ,truth, believes , liar , truth , trick ,honestly , cheating , tricks , cheats,lying , lies , lie , truth, truthful"
k1,,Friendship,"friend, team, help, love, playing, laugh, family, laugh, care, help, service, play with, lonely"
k2,,Friendship,"friend, team, help, love, playing, laugh, family, laugh, care, help, service, play with, lonely"
k3,,Friendship,"friend, team, help, love, playing, laugh, family, laugh, care, help, service, play with, lonely"
k4,,Friendship,"friend, team, help, love, playing, laugh, family, laugh, care, help, service, play with, lonely"
k5,,Friendship,"friend, team, help, love, playing, laugh, family, laugh, care, help, service, play with, lonely"
b1,,Brave,"brave, play, friend, danger, afraid, courageously, fear, brave, courage, afraid, determined,afraid,fear,determined,brave,confront,trouble, confront,brave"
b2,,Brave,"brave, play, friend, danger, afraid, courageously, fear, brave, courage, afraid, determined,afraid,fear,determined,brave,confront,trouble, confront,brave"
b3,,Brave,"brave, play, friend, danger, afraid, courageously, fear, brave, courage, afraid, determined,afraid,fear,determined,brave,confront,trouble, confront,brave"
b4,,Brave,"brave, play, friend, danger, afraid, courageously, fear, brave, courage, afraid, determined,afraid,fear,determined,brave,confront,trouble, confront,brave"
b5,,Brave,"brave, play, friend, danger, afraid, courageously, fear, brave, courage, afraid, determined,afraid,fear,determined,brave,confront,trouble, confront,brave"
b6,,Brave,"brave, play, friend, danger, afraid, courageously, fear, brave, courage, afraid, determined,afraid,fear,determined,brave,confront,trouble, confront,brave"
